vertex,A8:F7:D9:59:B7:81,A8:F7:D9:59:B7:A1,A8:F7:D9:5A:4A:21,A8:F7:D9:5A:4A:41,A8:F7:D9:5A:4A:A1,A8:F7:D9:5A:4F:01,A8:F7:D9:5A:4F:21,A8:F7:D9:5A:4F:61,A8:F7:D9:5A:4F:81,A8:F7:D9:5A:50:21,A8:F7:D9:5A:50:41,A8:F7:D9:5A:59:B1,A8:F7:D9:5A:59:D1,A8:F7:D9:5A:5B:91,A8:F7:D9:5A:5B:B1,A8:F7:D9:5A:5B:F2,A8:F7:D9:5A:5C:12,A8:F7:D9:5A:5E:C1,A8:F7:D9:5A:5E:E1,A8:F7:D9:5A:5E:F1,A8:F7:D9:5A:5F:11,A8:F7:D9:5A:61:51,A8:F7:D9:5A:69:11,A8:F7:D9:5A:69:31,A8:F7:D9:5A:6A:C1,A8:F7:D9:5A:6A:E1,A8:F7:D9:5A:6B:81,A8:F7:D9:5A:6B:A1,A8:F7:D9:5A:70:31,A8:F7:D9:5A:70:51,A8:F7:D9:C4:3D:B1,A8:F7:D9:C4:3D:D1,A8:F7:D9:C4:50:A1,A8:F7:D9:E6:C5:21,A8:F7:D9:E6:C5:41,A8:F7:D9:E6:CD:91,A8:F7:D9:E6:CD:B1,A8:F7:D9:E6:D0:F1,A8:F7:D9:E6:D1:11
elev,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-76,-100,-100,-100,-100,-84,-69,-100,-80,-100,-100,-100,-81,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
elev,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-84,-76,-100,-100,-100,-100,-84,-74,-100,-80,-100,-100,-100,-81,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
elev,-100,-100,-100,-100,-100,-81,-100,-100,-100,-80,-100,-100,-100,-85,-76,-100,-100,-100,-100,-78,-72,-100,-76,-100,-100,-100,-75,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
7,-100,-100,-100,-100,-100,-82,-100,-100,-100,-81,-100,-100,-100,-73,-76,-100,-100,-100,-100,-78,-77,-100,-76,-100,-100,-100,-74,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
7,-100,-100,-100,-100,-100,-82,-100,-100,-100,-81,-100,-100,-100,-73,-76,-100,-100,-100,-100,-78,-77,-100,-84,-100,-100,-100,-80,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
7,-100,-100,-100,-100,-100,-82,-100,-100,-100,-81,-100,-100,-100,-74,-100,-100,-100,-100,-100,-80,-77,-100,-84,-100,-100,-100,-74,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
7,-100,-100,-100,-100,-100,-82,-100,-100,-100,-84,-100,-100,-100,-81,-100,-100,-100,-100,-100,-80,-74,-100,-78,-100,-100,-100,-73,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
7,-100,-100,-100,-100,-100,-82,-100,-100,-100,-84,-100,-100,-100,-76,-100,-100,-100,-100,-100,-82,-74,-100,-78,-100,-100,-100,-69,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
7,-100,-100,-100,-100,-100,-82,-100,-100,-100,-84,-100,-100,-100,-81,-100,-100,-100,-100,-100,-82,-74,-100,-78,-100,-84,-100,-72,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
7,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-78,-100,-100,-100,-100,-100,-83,-74,-100,-78,-100,-84,-100,-74,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
7,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-80,-100,-100,-100,-100,-100,-81,-74,-100,-81,-100,-84,-100,-72,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
4,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-76,-100,-100,-100,-100,-100,-81,-100,-100,-81,-100,-84,-100,-72,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
4,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-76,-100,-100,-100,-100,-100,-81,-100,-100,-81,-100,-84,-100,-73,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
4,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-78,-76,-100,-100,-100,-100,-81,-100,-100,-78,-100,-100,-100,-69,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
4,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-78,-76,-100,-100,-100,-100,-81,-100,-100,-78,-100,-100,-100,-71,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
4,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-81,-100,-100,-81,-77,-100,-100,-72,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
4,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-81,-76,-100,-100,-100,-100,-83,-100,-100,-81,-77,-100,-100,-73,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
4,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-81,-76,-100,-100,-100,-100,-83,-100,-100,-81,-77,-100,-100,-71,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
4,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-80,-76,-100,-100,-100,-100,-83,-100,-100,-81,-77,-100,-100,-71,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
5,-100,-100,-100,-100,-100,-83,-100,-100,-100,-79,-100,-100,-100,-85,-74,-100,-100,-100,-100,-83,-80,-100,-72,-81,-80,-72,-71,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
5,-100,-100,-100,-100,-100,-83,-100,-100,-100,-79,-100,-100,-100,-85,-74,-100,-100,-100,-100,-83,-80,-100,-72,-81,-80,-72,-71,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
5,-100,-100,-100,-100,-100,-83,-100,-100,-100,-83,-100,-100,-100,-85,-74,-100,-100,-100,-100,-83,-78,-100,-76,-81,-80,-72,-77,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
5,-100,-100,-100,-100,-100,-83,-100,-100,-100,-76,-100,-100,-100,-76,-74,-100,-100,-100,-100,-80,-78,-100,-77,-81,-80,-72,-72,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
5,-100,-100,-100,-100,-100,-83,-100,-100,-100,-76,-100,-100,-100,-76,-74,-100,-100,-100,-100,-80,-77,-100,-79,-81,-80,-72,-73,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
5,-100,-100,-100,-100,-100,-83,-100,-100,-100,-71,-100,-100,-100,-76,-74,-100,-100,-100,-100,-77,-77,-100,-80,-75,-77,-72,-74,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
5,-100,-100,-100,-100,-100,-83,-100,-100,-100,-71,-100,-100,-100,-76,-100,-100,-100,-100,-100,-77,-77,-100,-84,-75,-77,-100,-71,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
5,-100,-100,-100,-100,-100,-83,-100,-100,-100,-71,-100,-100,-100,-81,-67,-100,-100,-100,-100,-83,-77,-100,-77,-75,-77,-100,-68,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
6,-100,-100,-100,-100,-100,-83,-100,-100,-100,-82,-100,-100,-100,-78,-67,-100,-100,-100,-100,-83,-77,-100,-75,-75,-77,-100,-73,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
6,-100,-100,-100,-100,-100,-83,-100,-100,-100,-82,-100,-100,-100,-78,-67,-100,-100,-100,-100,-83,-77,-100,-75,-75,-77,-100,-81,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
6,-100,-100,-100,-100,-100,-83,-100,-100,-100,-80,-100,-100,-100,-78,-67,-100,-100,-100,-100,-83,-77,-100,-75,-75,-77,-100,-70,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
6,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-78,-67,-100,-100,-100,-100,-83,-77,-100,-75,-100,-100,-100,-79,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
6,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-78,-67,-100,-100,-100,-100,-83,-100,-100,-75,-100,-100,-100,-78,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
6,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-75,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
6,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-80,-100,-100,-100,-76,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
6,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-84,-74,-100,-100,-100,-100,-80,-72,-100,-80,-100,-100,-100,-78,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
6,-100,-100,-100,-100,-100,-82,-100,-100,-100,-69,-71,-100,-100,-81,-74,-100,-100,-100,-100,-80,-76,-100,-80,-100,-100,-100,-71,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
6,-100,-100,-100,-100,-100,-82,-100,-100,-100,-74,-71,-100,-100,-81,-74,-100,-100,-100,-100,-80,-76,-100,-80,-100,-100,-100,-75,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
127,-100,-100,-100,-100,-100,-82,-78,-100,-100,-82,-71,-100,-100,-81,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
127,-100,-100,-100,-100,-100,-100,-67,-100,-100,-82,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
127,-100,-100,-100,-100,-100,-100,-67,-100,-100,-82,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
127,-100,-100,-100,-100,-100,-100,-67,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
127,-100,-100,-100,-100,-100,-100,-67,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
127,-100,-100,-100,-100,-100,-100,-67,-100,-100,-80,-75,-100,-100,-80,-100,-100,-100,-100,-100,-78,-68,-100,-79,-100,-100,-100,-76,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
127,-100,-100,-100,-100,-100,-100,-67,-100,-100,-80,-75,-100,-100,-80,-100,-100,-100,-100,-100,-81,-77,-100,-79,-100,-100,-100,-74,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
126,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-75,-100,-100,-80,-100,-100,-100,-100,-100,-81,-77,-100,-78,-100,-100,-100,-58,-42,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
126,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-75,-100,-100,-80,-100,-100,-100,-100,-100,-84,-77,-100,-76,-100,-100,-100,-69,-42,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
126,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-84,-77,-100,-76,-100,-100,-100,-57,-42,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
126,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-84,-100,-100,-76,-100,-78,-100,-68,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
126,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-84,-100,-100,-81,-100,-86,-100,-60,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
126,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-72,-100,-81,-100,-85,-100,-58,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
126,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-72,-100,-81,-100,-81,-100,-69,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
126,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-78,-100,-81,-100,-60,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
126,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-74,-75,-81,-100,-72,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
126,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-79,-75,-85,-100,-59,-42,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
3,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-79,-75,-85,-100,-69,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
3,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-85,-100,-78,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
3,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-73,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
3,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-71,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
3,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-76,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
3,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-79,-100,-79,-100,-100,-100,-74,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
3,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-79,-100,-79,-100,-100,-100,-74,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
3,-100,-100,-100,-100,-100,-82,-100,-100,-100,-84,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-73,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
3,-100,-100,-100,-100,-100,-82,-100,-100,-100,-84,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-77,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
2,-100,-100,-100,-100,-100,-82,-100,-100,-100,-84,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-77,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
2,-100,-100,-100,-100,-100,-82,-100,-100,-100,-84,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-76,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
2,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
2,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
2,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
2,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
2,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
