Vertex,a8:f7:d9:59:b7:81,a8:f7:d9:59:b7:a1,a8:f7:d9:59:c9:b1,a8:f7:d9:59:cc:e1,a8:f7:d9:59:cd:01,a8:f7:d9:59:cd:61,a8:f7:d9:5a:4a:21,a8:f7:d9:5a:4a:41,a8:f7:d9:5a:4a:81,a8:f7:d9:5a:4a:a1,a8:f7:d9:5a:4f:01,a8:f7:d9:5a:4f:21,a8:f7:d9:5a:4f:61,a8:f7:d9:5a:4f:81,a8:f7:d9:5a:50:21,a8:f7:d9:5a:50:41,a8:f7:d9:5a:59:51,a8:f7:d9:5a:59:71,a8:f7:d9:5a:59:b1,a8:f7:d9:5a:59:d1,a8:f7:d9:5a:5b:91,a8:f7:d9:5a:5b:b1,a8:f7:d9:5a:5b:f2,a8:f7:d9:5a:5c:12,a8:f7:d9:5a:5e:c1,a8:f7:d9:5a:5e:e1,a8:f7:d9:5a:5e:f1,a8:f7:d9:5a:5f:11,a8:f7:d9:5a:61:31,a8:f7:d9:5a:61:51,a8:f7:d9:5a:69:11,a8:f7:d9:5a:69:31,a8:f7:d9:5a:6a:c1,a8:f7:d9:5a:6a:e1,a8:f7:d9:5a:6b:81,a8:f7:d9:5a:6b:a1,a8:f7:d9:5a:70:31,a8:f7:d9:5a:70:51,a8:f7:d9:c4:3d:b1,a8:f7:d9:c4:3d:d1,a8:f7:d9:c4:50:a1,a8:f7:d9:c4:50:c1,a8:f7:d9:e6:c5:21,a8:f7:d9:e6:c5:41,a8:f7:d9:e6:c9:31,a8:f7:d9:e6:cd:91,a8:f7:d9:e6:cd:b1,a8:f7:d9:e6:d0:f1,a8:f7:d9:e6:d1:11
22,-100,-100,-100,-100,-100,-100,-100,-100,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-67,-76,-100,-100,-100,-88,-100,-85,-71,-68,-60,-62,-100,-80,-85,-78,-100,-100,-100,-100,-75,-75,-100,-100,-85,-100,-100
22,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-70,-79,-100,-100,-87,-85,-82,-87,-66,-63,-64,-63,-76,-100,-80,-78,-100,-100,-100,-100,-74,-73,-100,-87,-84,-100,-100
22,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-74,-81,-100,-100,-100,-81,-100,-100,-63,-57,-66,-68,-74,-72,-100,-78,-100,-100,-100,-100,-72,-72,-100,-83,-85,-100,-87
22,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-85,-100,-100,-68,-77,-100,-100,-100,-88,-100,-100,-66,-59,-64,-68,-75,-70,-100,-77,-100,-100,-100,-100,-74,-78,-100,-100,-82,-100,-85
22,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-69,-75,-100,-100,-100,-100,-87,-100,-68,-64,-61,-68,-78,-74,-87,-78,-100,-100,-100,-100,-72,-77,-100,-100,-85,-100,-88
22,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-78,-100,-100,-100,-90,-83,-100,-73,-64,-60,-65,-79,-75,-82,-78,-100,-100,-100,-100,-71,-76,-100,-100,-81,-100,-87
22,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-70,-79,-100,-100,-100,-87,-100,-100,-70,-63,-64,-70,-77,-77,-82,-78,-100,-100,-100,-100,-100,-74,-100,-100,-82,-100,-86
23,-100,-79,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-89,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-70,-100,-100,-100,-88,-100,-100,-69,-68,-54,-53,-74,-77,-77,-68,-100,-100,-100,-100,-100,-64,-100,-100,-88,-100,-86
23,-83,-76,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-79,-80,-100,-100,-100,-71,-100,-100,-87,-84,-100,-100,-100,-69,-50,-53,-80,-78,-79,-71,-100,-100,-100,-100,-70,-69,-100,-100,-85,-100,-87
23,-100,-80,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-91,-100,-100,-100,-100,-80,-85,-100,-100,-70,-76,-100,-100,-100,-86,-100,-100,-74,-70,-52,-52,-100,-76,-77,-67,-100,-100,-100,-100,-68,-73,-100,-100,-87,-100,-100
23,-81,-77,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-77,-100,-100,-100,-89,-100,-100,-73,-69,-54,-51,-100,-75,-74,-74,-100,-100,-100,-100,-75,-73,-100,-100,-87,-100,-100
23,-100,-81,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-68,-75,-100,-100,-100,-100,-86,-100,-100,-68,-51,-53,-100,-79,-100,-73,-100,-100,-100,-100,-100,-70,-100,-100,-85,-100,-100
23,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-71,-78,-100,-100,-100,-88,-100,-100,-73,-67,-51,-50,-75,-75,-100,-68,-100,-100,-100,-100,-68,-72,-100,-100,-88,-100,-85
23,-80,-79,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-78,-86,-100,-100,-68,-78,-100,-100,-100,-85,-100,-100,-67,-68,-51,-54,-100,-77,-100,-73,-100,-100,-100,-100,-70,-67,-100,-100,-85,-100,-87
23,-100,-79,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-87,-100,-100,-100,-100,-100,-83,-100,-100,-67,-73,-100,-100,-89,-86,-84,-100,-100,-66,-50,-54,-78,-75,-73,-70,-100,-100,-100,-100,-100,-70,-100,-100,-87,-100,-87
23,-81,-76,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-67,-72,-100,-100,-88,-88,-100,-100,-69,-65,-52,-56,-78,-75,-74,-100,-100,-100,-100,-100,-100,-70,-100,-100,-86,-100,-84
23,-80,-80,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-83,-100,-100,-100,-100,-100,-79,-81,-100,-100,-68,-75,-100,-100,-100,-84,-100,-100,-72,-66,-100,-55,-100,-76,-71,-71,-100,-100,-100,-100,-71,-70,-100,-100,-86,-100,-85
stairs down 2,-84,-84,-100,-100,-100,-100,-100,-88,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-78,-81,-100,-100,-68,-69,-100,-100,-85,-84,-100,-100,-68,-60,-48,-57,-78,-75,-100,-100,-100,-100,-100,-100,-69,-69,-100,-90,-82,-85,-80
stairs down 2,-100,-80,-100,-100,-100,-100,-100,-100,-81,-83,-100,-100,-100,-88,-100,-100,-100,-100,-73,-78,-100,-100,-68,-70,-100,-100,-86,-81,-88,-100,-74,-68,-52,-60,-100,-82,-73,-100,-100,-100,-100,-100,-70,-70,-100,-100,-84,-83,-85
stairs down 2,-100,-85,-100,-100,-100,-100,-100,-100,-81,-89,-100,-100,-100,-100,-100,-100,-100,-100,-79,-86,-100,-100,-70,-78,-100,-100,-100,-100,-100,-100,-100,-73,-62,-69,-100,-87,-78,-70,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100
stairs down 2,-100,-86,-100,-100,-100,-100,-100,-100,-83,-85,-100,-100,-100,-100,-100,-100,-100,-100,-77,-89,-100,-100,-71,-77,-100,-100,-100,-100,-100,-100,-79,-75,-61,-68,-100,-87,-83,-70,-100,-100,-100,-100,-70,-74,-100,-100,-88,-100,-88
stairs down 2,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-86,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-78,-74,-60,-71,-100,-90,-79,-70,-100,-100,-100,-100,-73,-78,-100,-100,-100,-100,-100
stairs down 2,-100,-79,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-78,-87,-100,-100,-69,-78,-100,-100,-100,-100,-100,-100,-100,-75,-60,-67,-100,-87,-100,-69,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-88
stairs down 2,-100,-86,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-69,-79,-100,-100,-100,-89,-100,-100,-100,-76,-100,-68,-87,-87,-78,-69,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100
stairs down 2,-100,-85,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-82,-88,-100,-100,-70,-78,-100,-100,-89,-100,-100,-100,-77,-79,-59,-67,-100,-90,-100,-72,-100,-100,-100,-100,-71,-78,-100,-100,-100,-100,-88
stairs down 2,-100,-86,-100,-100,-100,-100,-100,-100,-80,-87,-100,-100,-100,-100,-100,-100,-100,-100,-78,-86,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-76,-75,-56,-69,-100,-88,-79,-70,-100,-100,-100,-100,-71,-75,-100,-100,-100,-100,-87
stairs down 2,-100,-85,-100,-100,-100,-100,-100,-100,-80,-89,-100,-100,-100,-100,-100,-100,-100,-100,-78,-89,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-78,-62,-70,-100,-89,-100,-70,-100,-100,-100,-100,-71,-78,-100,-100,-100,-100,-100
stairs down 2,-100,-86,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-71,-80,-100,-100,-100,-100,-100,-100,-100,-77,-52,-64,-100,-89,-100,-75,-100,-100,-100,-100,-76,-78,-100,-100,-100,-100,-100
stairs down 2,-84,-85,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-80,-85,-100,-100,-73,-81,-100,-100,-100,-100,-100,-100,-100,-75,-58,-66,-100,-100,-100,-69,-100,-100,-100,-100,-74,-77,-100,-100,-100,-100,-89
131,-78,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-87,-100,-100,-76,-79,-100,-100,-100,-100,-100,-100,-79,-76,-59,-66,-83,-84,-82,-77,-100,-100,-100,-100,-74,-79,-100,-100,-84,-80,-80
131,-77,-76,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-85,-100,-100,-100,-100,-100,-81,-85,-100,-100,-69,-80,-100,-100,-100,-100,-100,-100,-100,-78,-100,-59,-100,-87,-75,-76,-100,-100,-86,-100,-73,-75,-100,-100,-86,-100,-86
131,-100,-82,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-71,-81,-100,-100,-100,-85,-100,-100,-77,-73,-57,-58,-100,-82,-100,-77,-100,-100,-100,-100,-100,-76,-100,-100,-83,-100,-84
131,-78,-79,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-80,-86,-100,-100,-100,-100,-79,-84,-100,-100,-76,-83,-100,-100,-100,-87,-100,-100,-79,-75,-59,-57,-100,-86,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-86,-100,-87
131,-78,-80,-100,-100,-100,-100,-100,-100,-80,-84,-100,-100,-100,-88,-100,-100,-100,-100,-78,-83,-100,-100,-100,-80,-100,-100,-100,-86,-100,-100,-100,-74,-54,-58,-100,-85,-100,-77,-100,-100,-100,-100,-100,-76,-100,-100,-87,-100,-86
131,-79,-83,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-80,-84,-100,-100,-100,-80,-100,-100,-100,-86,-100,-100,-79,-76,-100,-59,-100,-85,-100,-100,-100,-100,-100,-100,-75,-74,-100,-100,-86,-100,-83
131,-79,-83,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-72,-78,-100,-100,-100,-88,-100,-100,-100,-72,-54,-58,-100,-83,-100,-82,-100,-100,-100,-100,-73,-75,-100,-100,-83,-100,-85
131,-79,-81,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-74,-82,-100,-100,-100,-80,-100,-100,-100,-87,-100,-100,-76,-73,-50,-59,-80,-85,-100,-75,-100,-100,-100,-100,-72,-74,-100,-87,-82,-100,-83
131,-82,-84,-100,-100,-100,-100,-86,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-74,-81,-100,-100,-100,-79,-100,-100,-100,-85,-100,-100,-79,-73,-53,-57,-78,-83,-79,-75,-100,-100,-100,-100,-72,-73,-100,-100,-84,-81,-83
131,-82,-83,-100,-100,-100,-100,-89,-100,-100,-85,-100,-100,-81,-100,-100,-100,-100,-100,-73,-81,-100,-100,-72,-79,-100,-100,-100,-100,-100,-100,-82,-73,-54,-58,-100,-82,-100,-76,-100,-100,-100,-100,-73,-73,-100,-100,-84,-100,-85
30,-76,-78,-100,-100,-100,-100,-100,-100,-83,-85,-100,-100,-82,-100,-100,-100,-100,-100,-78,-84,-100,-100,-70,-76,-100,-100,-100,-86,-100,-100,-77,-69,-51,-54,-100,-80,-100,-69,-100,-100,-100,-100,-74,-72,-100,-100,-81,-100,-87
30,-100,-84,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-79,-100,-100,-100,-100,-100,-77,-81,-100,-100,-100,-80,-100,-100,-100,-87,-100,-100,-78,-68,-100,-56,-82,-82,-73,-72,-100,-100,-100,-86,-74,-76,-100,-100,-83,-100,-89
30,-80,-78,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-83,-100,-100,-100,-100,-100,-79,-79,-100,-100,-71,-77,-100,-100,-84,-84,-100,-100,-100,-71,-49,-57,-83,-83,-79,-72,-100,-100,-100,-88,-74,-74,-100,-100,-85,-87,-87
30,-82,-81,-100,-100,-100,-100,-85,-88,-100,-85,-100,-100,-100,-90,-100,-100,-100,-100,-78,-81,-100,-100,-74,-80,-100,-100,-100,-86,-100,-100,-77,-72,-49,-55,-82,-81,-79,-72,-100,-100,-100,-100,-76,-73,-100,-100,-82,-100,-100
30,-76,-77,-100,-100,-100,-100,-87,-100,-80,-100,-100,-100,-81,-87,-100,-100,-100,-100,-79,-86,-100,-100,-69,-81,-100,-100,-100,-84,-100,-100,-76,-69,-100,-56,-82,-82,-77,-73,-100,-100,-89,-100,-76,-75,-100,-100,-81,-100,-100
30,-83,-78,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-81,-85,-100,-100,-100,-100,-78,-79,-100,-100,-72,-79,-100,-100,-100,-88,-100,-100,-77,-72,-55,-57,-80,-81,-100,-72,-100,-100,-100,-100,-100,-75,-100,-85,-82,-100,-100
30,-79,-80,-100,-100,-100,-100,-100,-100,-82,-88,-100,-100,-81,-100,-100,-100,-100,-100,-74,-83,-100,-100,-100,-84,-100,-100,-100,-83,-100,-100,-74,-68,-100,-57,-100,-80,-77,-77,-100,-100,-100,-100,-74,-74,-100,-100,-81,-100,-100
30,-100,-77,-100,-100,-100,-100,-100,-100,-81,-88,-100,-100,-100,-88,-100,-100,-100,-100,-78,-85,-100,-100,-72,-79,-100,-100,-100,-81,-100,-100,-76,-69,-52,-56,-83,-83,-77,-79,-100,-100,-100,-100,-76,-72,-100,-100,-80,-100,-100
30,-77,-81,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-83,-100,-100,-100,-100,-100,-79,-84,-100,-100,-67,-81,-100,-100,-100,-85,-100,-100,-73,-68,-53,-55,-100,-88,-100,-75,-100,-100,-100,-100,-74,-73,-100,-100,-81,-100,-86
30,-78,-76,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-79,-100,-100,-100,-82,-100,-100,-76,-74,-53,-57,-80,-82,-80,-73,-100,-100,-100,-100,-76,-77,-100,-100,-83,-100,-100
30,-100,-79,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-89,-100,-100,-100,-100,-78,-79,-100,-100,-70,-82,-100,-100,-100,-84,-100,-100,-75,-69,-50,-54,-83,-85,-100,-73,-100,-100,-100,-100,-100,-75,-100,-100,-82,-84,-88
31,-100,-80,-100,-100,-100,-100,-87,-100,-100,-87,-100,-100,-100,-88,-100,-100,-100,-100,-100,-81,-100,-100,-100,-77,-100,-100,-100,-85,-100,-100,-69,-68,-100,-56,-84,-81,-76,-69,-100,-100,-100,-100,-72,-69,-100,-100,-84,-100,-84
31,-81,-81,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-86,-100,-100,-100,-100,-77,-79,-100,-100,-69,-78,-100,-100,-100,-86,-100,-100,-72,-67,-45,-55,-81,-83,-100,-75,-100,-100,-100,-100,-73,-73,-100,-100,-84,-84,-85
31,-100,-82,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-67,-77,-100,-100,-100,-83,-100,-100,-100,-67,-44,-55,-100,-84,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-84,-100,-84
31,-100,-80,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-71,-74,-100,-100,-100,-86,-100,-100,-71,-64,-45,-58,-100,-82,-100,-71,-100,-100,-100,-100,-72,-72,-100,-100,-82,-100,-100
31,-100,-79,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-86,-100,-100,-100,-100,-77,-81,-100,-100,-72,-74,-100,-100,-100,-83,-100,-100,-70,-66,-45,-54,-100,-85,-75,-72,-100,-100,-100,-100,-71,-78,-100,-100,-83,-100,-87
31,-73,-80,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-78,-81,-100,-100,-100,-82,-100,-100,-100,-83,-100,-100,-71,-66,-100,-53,-100,-86,-100,-72,-100,-100,-100,-100,-100,-70,-100,-100,-86,-100,-100
31,-77,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-77,-79,-100,-100,-100,-79,-100,-100,-100,-84,-100,-100,-69,-66,-45,-55,-100,-83,-100,-73,-100,-100,-100,-100,-70,-73,-100,-100,-84,-100,-100
31,-76,-83,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-89,-100,-100,-100,-100,-100,-79,-100,-100,-70,-79,-100,-100,-100,-83,-100,-100,-70,-69,-45,-53,-100,-80,-100,-73,-100,-100,-100,-100,-100,-74,-100,-100,-82,-100,-84
31,-78,-78,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-76,-84,-100,-100,-73,-76,-100,-100,-100,-85,-100,-100,-71,-64,-100,-54,-100,-84,-78,-100,-100,-100,-100,-100,-75,-74,-100,-100,-83,-100,-100
31,-73,-78,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-80,-100,-100,-100,-86,-100,-100,-70,-69,-44,-51,-100,-84,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-84
24,-77,-83,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-88,-100,-100,-100,-100,-100,-84,-100,-100,-72,-77,-100,-100,-100,-84,-100,-100,-66,-63,-42,-44,-72,-73,-74,-74,-100,-100,-100,-100,-100,-73,-100,-78,-87,-100,-86
24,-100,-81,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-82,-100,-100,-100,-100,-100,-81,-100,-100,-71,-78,-100,-100,-100,-81,-100,-100,-64,-62,-45,-46,-73,-77,-100,-100,-100,-100,-100,-100,-75,-71,-100,-76,-85,-100,-85
24,-100,-81,-100,-100,-100,-100,-100,-88,-100,-88,-100,-100,-100,-86,-100,-100,-100,-100,-100,-80,-100,-100,-70,-77,-100,-100,-100,-86,-100,-100,-66,-59,-55,-50,-69,-70,-100,-78,-100,-100,-100,-100,-100,-73,-100,-100,-84,-100,-100
24,-100,-81,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-72,-78,-100,-100,-100,-81,-100,-100,-65,-59,-100,-49,-73,-76,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-86,-100,-85
24,-100,-80,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-88,-100,-100,-100,-100,-79,-83,-100,-100,-70,-81,-100,-100,-100,-86,-100,-100,-69,-61,-100,-47,-68,-79,-100,-79,-100,-100,-100,-100,-100,-76,-100,-100,-83,-100,-100
24,-100,-80,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-87,-100,-100,-100,-100,-100,-85,-100,-100,-72,-80,-100,-100,-100,-81,-100,-100,-64,-61,-48,-47,-100,-75,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-87,-100,-100
24,-100,-80,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-83,-100,-100,-100,-100,-78,-81,-100,-100,-68,-79,-100,-100,-100,-83,-100,-100,-100,-61,-54,-53,-68,-69,-100,-81,-100,-100,-100,-100,-70,-75,-100,-100,-85,-100,-100
24,-100,-85,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-86,-100,-100,-100,-100,-100,-84,-100,-100,-72,-78,-100,-100,-100,-85,-100,-100,-100,-60,-49,-48,-100,-74,-100,-82,-100,-100,-100,-100,-74,-74,-100,-78,-86,-100,-100
24,-100,-80,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-87,-100,-100,-100,-100,-100,-81,-100,-100,-68,-80,-100,-100,-100,-83,-100,-100,-65,-62,-56,-50,-67,-68,-100,-100,-100,-100,-100,-100,-70,-73,-100,-100,-84,-100,-86
24,-100,-81,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-85,-100,-100,-100,-100,-100,-86,-100,-100,-75,-76,-100,-100,-100,-83,-100,-100,-61,-60,-44,-45,-100,-74,-100,-81,-100,-100,-100,-100,-73,-74,-100,-74,-82,-100,-83
25,-100,-78,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-75,-84,-100,-100,-100,-100,-100,-85,-100,-100,-72,-83,-100,-100,-100,-100,-100,-100,-100,-60,-52,-55,-100,-80,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-85,-100,-87
25,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-86,-100,-100,-73,-81,-100,-100,-100,-100,-100,-100,-74,-71,-40,-46,-100,-88,-74,-75,-100,-100,-100,-100,-74,-75,-100,-100,-87,-100,-100
25,-78,-82,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-75,-81,-100,-100,-100,-100,-100,-84,-100,-100,-70,-81,-100,-100,-100,-100,-100,-100,-75,-70,-43,-47,-100,-84,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-89,-100,-100
25,-78,-79,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-79,-84,-100,-100,-100,-100,-100,-100,-100,-78,-44,-52,-100,-87,-100,-82,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100
25,-100,-80,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-84,-100,-100,-100,-100,-100,-88,-100,-100,-74,-87,-100,-100,-100,-100,-100,-100,-100,-72,-46,-57,-100,-87,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-87,-100,-100
25,-100,-82,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-82,-100,-100,-100,-100,-100,-89,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-75,-45,-54,-100,-88,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100
25,-100,-78,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-77,-80,-100,-54,-100,-100,-100,-77,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100
25,-79,-78,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-82,-100,-100,-100,-100,-100,-89,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-76,-47,-53,-88,-100,-79,-77,-100,-100,-100,-100,-100,-75,-100,-89,-100,-100,-100
25,-79,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-83,-100,-100,-100,-100,-100,-87,-100,-100,-77,-87,-100,-100,-100,-100,-100,-100,-100,-75,-46,-58,-100,-100,-100,-83,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100
25,-79,-83,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-83,-100,-100,-100,-100,-100,-87,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-81,-74,-44,-55,-100,-88,-80,-100,-100,-100,-100,-100,-77,-80,-100,-100,-90,-100,-100
111,-78,-78,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-73,-85,-100,-100,-100,-100,-85,-87,-100,-100,-74,-75,-100,-100,-100,-100,-100,-100,-75,-68,-38,-52,-100,-84,-100,-74,-100,-100,-100,-100,-74,-75,-100,-100,-85,-87,-100
111,-79,-77,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-76,-80,-100,-100,-100,-100,-100,-89,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-80,-69,-46,-52,-100,-85,-77,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-91,-100
111,-100,-78,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-81,-85,-100,-100,-100,-100,-100,-100,-100,-100,-78,-86,-100,-100,-100,-100,-100,-100,-100,-77,-47,-56,-100,-100,-82,-74,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100
111,-79,-82,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-87,-100,-100,-100,-100,-100,-100,-78,-75,-100,-57,-100,-100,-82,-72,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100
111,-76,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-84,-100,-100,-100,-100,-90,-100,-100,-100,-73,-87,-100,-100,-100,-100,-100,-100,-82,-74,-45,-53,-100,-90,-81,-71,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100
111,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-86,-100,-100,-100,-100,-100,-100,-83,-80,-48,-57,-100,-86,-100,-72,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100
111,-75,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-88,-100,-100,-100,-100,-100,-100,-81,-74,-46,-53,-100,-100,-79,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100
