Vertex,00:b8:c2:d0:c2:a2,02:68:eb:44:57:42,08:be:ac:19:37:7d,08:be:ac:24:d0:44,18:e8:29:17:6a:66,18:e8:29:18:6a:66,1a:e8:29:17:6a:66,1a:e8:29:18:6a:66,3c:37:86:b3:00:cf,3c:84:6a:62:09:9b,3e:e9:0e:d5:7e:1a,72:5a:0f:f9:4c:d5,86:2a:fd:9c:02:bb,86:69:93:38:2b:03,a0:a3:f0:d6:67:ce,a8:f7:d9:59:c9:b1,a8:f7:d9:59:c9:b2,a8:f7:d9:59:c9:d1,a8:f7:d9:59:c9:d2,a8:f7:d9:59:cc:e1,a8:f7:d9:59:cc:e2,a8:f7:d9:59:cd:01,a8:f7:d9:59:cd:02,a8:f7:d9:59:cd:41,a8:f7:d9:59:cd:42,a8:f7:d9:59:cd:61,a8:f7:d9:59:cd:62,a8:f7:d9:59:ce:f1,a8:f7:d9:59:ce:f2,a8:f7:d9:59:cf:11,a8:f7:d9:59:cf:12,a8:f7:d9:5a:59:51,a8:f7:d9:5a:59:52,a8:f7:d9:5a:59:71,a8:f7:d9:5a:59:72,a8:f7:d9:5a:5b:91,a8:f7:d9:5a:5b:92,a8:f7:d9:5a:5b:b1,a8:f7:d9:5a:5b:b2,a8:f7:d9:5a:5d:01,a8:f7:d9:5a:5e:f1,a8:f7:d9:5a:5e:f2,a8:f7:d9:5a:5f:11,a8:f7:d9:5a:5f:12,a8:f7:d9:5a:60:41,a8:f7:d9:5a:60:42,a8:f7:d9:5a:61:31,a8:f7:d9:5a:61:32,a8:f7:d9:5a:61:51,a8:f7:d9:5a:61:52,a8:f7:d9:e6:c5:21,a8:f7:d9:e6:c5:22,a8:f7:d9:e6:c5:41,a8:f7:d9:e6:c5:42,a8:f7:d9:e6:d0:f1,a8:f7:d9:e6:d0:f2,c0:25:2f:3f:8f:f0,c0:25:2f:8e:f7:d4,ca:5a:cf:c7:e1:91,ca:c9:a3:ac:0a:f3,ca:c9:a3:ac:ca:8b,d8:0d:17:49:97:fe,f0:b4:d2:34:55:72
245,-100,-100,-100,-100,-54,-53,-100,-100,-100,-100,-100,-100,-73,-61,-100,-76,-100,-72,-72,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-82,-81,-50,-50,-71,-71,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-56,-100
245,-100,-100,-100,-100,-54,-53,-100,-100,-100,-100,-100,-100,-73,-61,-100,-76,-100,-72,-72,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-82,-81,-50,-50,-71,-71,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-56,-100
245,-100,-100,-100,-100,-53,-52,-100,-100,-100,-100,-100,-100,-75,-61,-100,-77,-77,-73,-74,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-81,-81,-52,-52,-65,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-57,-100
245,-100,-100,-100,-100,-53,-52,-100,-100,-100,-100,-100,-100,-75,-61,-100,-77,-77,-73,-74,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-81,-81,-52,-52,-65,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-57,-100
245,-100,-100,-100,-100,-52,-55,-100,-100,-100,-100,-100,-100,-74,-60,-100,-77,-78,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-50,-50,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-56,-100
245,-100,-100,-100,-100,-52,-55,-100,-100,-100,-100,-100,-100,-74,-60,-100,-77,-78,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-50,-50,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-56,-100
245,-100,-100,-100,-100,-51,-55,-100,-55,-100,-100,-100,-100,-76,-61,-100,-100,-100,-73,-73,-80,-80,-100,-100,-100,-100,-87,-100,-100,-100,-81,-81,-51,-51,-65,-65,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-57,-100
245,-100,-100,-100,-100,-51,-55,-100,-55,-100,-100,-100,-100,-76,-61,-100,-100,-100,-73,-73,-80,-80,-100,-100,-100,-100,-87,-100,-100,-100,-81,-81,-51,-51,-65,-65,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-57,-100
246,-100,-100,-100,-100,-51,-55,-100,-100,-100,-100,-100,-100,-67,-60,-100,-70,-69,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-47,-47,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-51,-100
246,-100,-100,-100,-100,-51,-55,-100,-100,-100,-100,-100,-100,-67,-60,-100,-70,-69,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-47,-47,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-51,-100
246,-100,-100,-100,-100,-46,-53,-100,-100,-100,-100,-84,-100,-72,-58,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-46,-46,-69,-69,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-54,-100
246,-100,-100,-100,-100,-46,-53,-100,-100,-100,-100,-84,-100,-72,-58,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-46,-46,-69,-69,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-54,-100
246,-100,-100,-100,-100,-51,-55,-51,-100,-100,-100,-85,-100,-73,-64,-100,-71,-71,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-50,-50,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-57,-100
246,-100,-100,-100,-100,-51,-55,-51,-100,-100,-100,-85,-100,-73,-64,-100,-71,-71,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-50,-50,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-57,-100
246,-100,-100,-100,-100,-54,-51,-100,-51,-100,-100,-100,-100,-73,-61,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-55,-100
246,-100,-100,-100,-100,-54,-51,-100,-51,-100,-100,-100,-100,-73,-61,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-55,-100
246,-100,-100,-100,-100,-53,-52,-53,-52,-100,-100,-87,-100,-74,-63,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-55,-100
246,-100,-100,-100,-100,-53,-52,-53,-52,-100,-100,-87,-100,-74,-63,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-55,-100
247,-100,-100,-100,-100,-47,-51,-47,-52,-100,-100,-88,-100,-77,-59,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-68,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-62,-48,-100
247,-100,-100,-100,-100,-47,-51,-47,-52,-100,-100,-88,-100,-77,-59,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-68,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-62,-48,-100
247,-100,-100,-100,-100,-45,-51,-45,-50,-100,-100,-100,-100,-74,-66,-100,-74,-74,-75,-75,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-84,-84,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-59,-49,-100
247,-100,-100,-100,-100,-45,-51,-45,-50,-100,-100,-100,-100,-74,-66,-100,-74,-74,-75,-75,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-84,-84,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-59,-49,-100
247,-100,-100,-100,-100,-47,-51,-100,-100,-100,-100,-100,-100,-73,-61,-100,-73,-73,-75,-75,-100,-100,-100,-100,-100,-100,-85,-86,-84,-84,-84,-84,-50,-50,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-49,-100
247,-100,-100,-100,-100,-47,-51,-100,-100,-100,-100,-100,-100,-73,-61,-100,-73,-73,-75,-75,-100,-100,-100,-100,-100,-100,-85,-86,-84,-84,-84,-84,-50,-50,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-49,-100
247,-100,-100,-100,-100,-48,-50,-49,-50,-100,-100,-87,-100,-77,-63,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-79,-79,-100,-100,-68,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-51,-100
247,-100,-100,-100,-100,-48,-50,-49,-50,-100,-100,-87,-100,-77,-63,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-79,-79,-100,-100,-68,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-51,-100
247,-100,-100,-100,-100,-54,-52,-54,-100,-100,-100,-100,-100,-71,-60,-100,-71,-72,-72,-71,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-83,-84,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-48,-100
247,-100,-100,-100,-100,-54,-52,-54,-100,-100,-100,-100,-100,-71,-60,-100,-71,-72,-72,-71,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-83,-84,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-48,-100
248,-100,-100,-100,-100,-47,-56,-100,-57,-100,-100,-91,-100,-74,-56,-100,-100,-100,-70,-71,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-75,-75,-100,-100,-72,-72,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-59,-55,-100
248,-100,-100,-100,-100,-47,-51,-100,-100,-100,-100,-100,-100,-74,-61,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-75,-75,-100,-100,-62,-62,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-57,-53,-100
248,-100,-100,-100,-100,-47,-51,-100,-100,-100,-100,-100,-100,-74,-61,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-75,-75,-100,-100,-62,-62,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-57,-53,-100
248,-100,-100,-100,-100,-100,-49,-100,-49,-100,-100,-100,-100,-100,-59,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-79,-79,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-48,-100
248,-100,-100,-100,-100,-100,-49,-100,-49,-100,-100,-100,-100,-100,-59,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-79,-79,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-48,-100
248,-100,-100,-100,-100,-51,-49,-51,-100,-100,-100,-86,-100,-100,-63,-100,-71,-71,-73,-73,-100,-100,-100,-100,-100,-100,-83,-85,-79,-79,-79,-80,-53,-53,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-46,-100
248,-100,-100,-100,-100,-51,-49,-51,-100,-100,-100,-86,-100,-100,-63,-100,-71,-71,-73,-73,-100,-100,-100,-100,-100,-100,-83,-85,-79,-79,-79,-80,-53,-53,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-46,-100
248,-100,-100,-100,-100,-46,-54,-100,-100,-100,-100,-85,-100,-76,-62,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-79,-80,-100,-100,-77,-77,-100,-100,-68,-70,-83,-83,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-51,-100
248,-100,-100,-100,-100,-46,-54,-100,-100,-100,-100,-85,-100,-76,-62,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-79,-80,-100,-100,-77,-77,-100,-100,-68,-70,-83,-83,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-51,-100
248,-100,-100,-100,-100,-48,-53,-100,-54,-100,-100,-100,-100,-75,-63,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-78,-78,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-51,-100
249,-100,-100,-100,-100,-47,-52,-47,-100,-100,-100,-100,-100,-68,-60,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-83,-84,-100,-100,-80,-80,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-51,-100
249,-100,-100,-100,-100,-48,-45,-48,-100,-100,-100,-82,-100,-73,-59,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-56,-57,-68,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-53,-100
249,-100,-100,-100,-100,-48,-45,-48,-100,-100,-100,-82,-100,-73,-59,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-56,-57,-68,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-53,-100
249,-100,-100,-100,-100,-49,-43,-49,-100,-100,-100,-79,-100,-76,-56,-100,-100,-100,-80,-79,-100,-100,-100,-100,-100,-100,-86,-87,-100,-100,-76,-76,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-51,-100
249,-100,-100,-100,-100,-49,-43,-49,-100,-100,-100,-79,-100,-76,-56,-100,-100,-100,-80,-79,-100,-100,-100,-100,-100,-100,-86,-87,-100,-100,-76,-76,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-51,-100
249,-100,-100,-100,-100,-49,-44,-100,-100,-100,-100,-82,-100,-77,-54,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-77,-78,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-50,-100
249,-100,-100,-100,-100,-49,-44,-100,-100,-100,-100,-82,-100,-77,-54,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-77,-78,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-50,-100
249,-100,-100,-100,-100,-49,-44,-49,-44,-100,-100,-82,-100,-75,-56,-100,-100,-100,-78,-79,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-78,-78,-100,-100,-71,-71,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-51,-100
249,-100,-100,-100,-100,-49,-44,-49,-44,-100,-100,-82,-100,-75,-56,-100,-100,-100,-78,-79,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-78,-78,-100,-100,-71,-71,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-51,-100
249,-100,-100,-100,-100,-50,-45,-100,-100,-100,-100,-82,-100,-71,-56,-100,-71,-71,-75,-75,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-72,-73,-50,-50,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-56,-52,-100
250,-100,-100,-100,-100,-48,-42,-48,-42,-100,-100,-100,-100,-75,-62,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-70,-70,-100,-100,-70,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-49,-100
250,-100,-100,-100,-100,-45,-44,-45,-100,-100,-100,-81,-100,-72,-60,-100,-73,-73,-69,-70,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-72,-72,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-48,-100
250,-100,-100,-100,-100,-45,-44,-45,-100,-100,-100,-81,-100,-72,-60,-100,-73,-73,-69,-70,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-72,-72,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-48,-100
250,-100,-100,-100,-100,-45,-42,-45,-42,-100,-100,-85,-100,-100,-61,-100,-100,-72,-69,-69,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-73,-73,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-56,-45,-100
250,-100,-100,-100,-100,-45,-42,-45,-42,-100,-100,-85,-100,-100,-61,-100,-100,-72,-69,-69,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-73,-73,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-56,-45,-100
250,-100,-100,-100,-100,-44,-44,-100,-100,-100,-100,-100,-100,-72,-62,-100,-72,-72,-70,-70,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-71,-71,-50,-50,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-55,-45,-100
250,-100,-100,-100,-100,-44,-44,-100,-100,-100,-100,-100,-100,-72,-62,-100,-72,-72,-70,-70,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-71,-71,-50,-50,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-55,-45,-100
250,-100,-100,-100,-100,-46,-44,-100,-44,-100,-100,-100,-100,-74,-59,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-46,-100
250,-100,-100,-100,-100,-46,-44,-100,-44,-100,-100,-100,-100,-74,-59,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-46,-100
250,-100,-100,-100,-100,-47,-43,-100,-100,-100,-100,-83,-100,-75,-59,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-86,-87,-100,-100,-76,-76,-51,-51,-71,-72,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-56,-46,-100
252,-100,-100,-100,-100,-100,-45,-43,-100,-100,-100,-100,-100,-75,-55,-100,-100,-100,-76,-78,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-70,-72,-52,-52,-71,-72,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-56,-53,-100
252,-100,-88,-100,-100,-44,-47,-100,-47,-100,-100,-81,-100,-73,-60,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-70,-71,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-47,-100
252,-100,-88,-100,-100,-44,-47,-100,-47,-100,-100,-81,-100,-73,-60,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-70,-71,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-47,-100
252,-100,-100,-100,-100,-44,-42,-100,-100,-100,-100,-100,-100,-70,-57,-100,-100,-100,-74,-75,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-68,-68,-100,-100,-70,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-41,-100
252,-100,-100,-100,-100,-44,-42,-100,-100,-100,-100,-100,-100,-70,-57,-100,-100,-100,-74,-75,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-68,-68,-100,-100,-70,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-41,-100
252,-100,-100,-100,-100,-43,-42,-100,-42,-100,-100,-84,-100,-70,-55,-100,-74,-75,-75,-75,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-80,-80,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-43,-100
252,-100,-100,-100,-100,-43,-42,-100,-42,-100,-100,-84,-100,-70,-55,-100,-74,-75,-75,-75,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-80,-80,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-43,-100
252,-100,-100,-100,-100,-44,-42,-43,-100,-100,-100,-86,-100,-71,-56,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-78,-79,-100,-100,-68,-68,-50,-50,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-43,-100
252,-100,-100,-100,-100,-44,-42,-43,-100,-100,-100,-86,-100,-71,-56,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-78,-79,-100,-100,-68,-68,-50,-50,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-43,-100
